"Symbol","Company","Sector","MarketCap","EnterpriseValue","TrailingPE","ForwardPE","PEGRatio","PriceToBook","PriceToSales","EnterpriseToRevenue","EnterpriseToEBITDA","ROE","ROA","ProfitMargin","GrossMargin","OperatingMargin","EBITDAMargin","RevenueGrowth","EarningsGrowth","QuarterlyEarningsGrowth","revenue","ebitda","net_income","gross_profits","OperatingCashFlow","FreeCashFlow","TotalCash","TotalDebt","CurrentRatio","QuickRatio","DebtToEquity","TrailingEPS","EPS","BookValue","CashPerShare","dividend_yield","DividendRate","PayoutRatio","ExDividendDate","DividendDate","FiveYearAvgDividendYield","SharesOutstanding","FloatShares","SharesShort","ShortRatio","ShortPercentOfFloat","InsiderOwnership","InstitutionalOwnership","CurrentPrice","PreviousClose","Open","DayHigh","DayLow","FiftyTwoWeekHigh","FiftyTwoWeekLow","FiftyDayAverage","TwoHundredDayAverage","Volume","AverageVolume","AverageVolume10Day","Beta","TargetMeanPrice","TargetHighPrice","TargetLowPrice","NumberOfAnalysts","Recommendation","RecommendationMean","LastUpdated","start_price","end_price","return_45d","vol_45d","avg_volume","vol_spike","n_days","z_return","z_vol","z_volume","anomaly_score","category","market_context"
"PG","The Procter & Gamble Company","Consumer Defensive",338761875456,364044812288,21.129929,19.691473,NA,6.442338,3.9885776,4.286,14.726,0.31902,0.10746,0.19739,0.51278996,0.2758,0.29108,0.03,0.214,0.2,84933001216,24721999872,16472999936,43553001472,18922999808,12200999936,11171000320,35946000384,0.714,0.465,67.125,6.85,7.35039,22.467,4.781,2.92,4.23,0.6024,1761264000,1763337600,2.43,2336733549,2332574163,17843879,1.62,0.0076,0.00071000005,0.70198995,144.74,144.49,144.31,145.6324,144.31,179.99,138.14,146.9862,156.4961,4085018,9160190,10504310,0.382,168.95454,186,148,22,"buy",1.91667,"2025-12-27 21:00:25",148.020004272461,147.809997558594,-0.141877251591227,1.26983751670749,10342706.25,1.69273878391354,32,-0.241368146108777,-0.718678826822142,-0.603607074536985,0.90251109678834,"NORMAL","DOWN_WHILE_MARKET_UP"
"PGR","The Progressive Corporation","Financial Services",133143609344,138396401664,12.465972,14.099878,NA,3.7550838,1.5633423,1.625,9.82,0.34223998,0.076009996,0.12579,0.17906,0.15079,0.16548,0.142,0.121,0.12,85165998080,14092999680,10712999936,15249999872,17386000384,15078200320,1.688e+09,6.896e+09,0.297,0.231,19.455,18.22,16.10865,60.486,2.879,6.12,13.9,0.2689,1767312000,1767830400,1.76,586200000,584157199,6323834,2.07,0.0108,0.00257,0.88308996,227.13,227.66,227.64,228.41,226.67,292.99,199.9,222.366,250.77464,807428,3470455,3262160,0.365,255.13,338,189,20,"hold",2.58333,"2025-12-27 21:00:29",203.699996948242,227.270004272461,11.5709414223545,1.39767959423049,3333756.25,1.75432741970862,32,0.9178187047893,-0.562688950183136,-0.528329108051915,1.46332773390683,"NORMAL","OUTPERFORMING_MARKET"
"PH","Parker-Hannifin Corporation","Industrials",112381263872,121932881920,31.649324,26.857452,NA,8.134165,5.6106477,6.088,23.417,0.27294,0.08911,0.18178,0.37199003,0.21086,0.25996,0.037,0.178,0.158,20029999104,5207000064,3640999936,7450999808,3814000128,3098715904,4.73e+08,10332999680,1.066,0.555,74.953,28.06,33.06643,109.179,3.748,0.81,7.2,0.24440001,1762473600,1764892800,1.27,126186699,125762712,1413221,2.23,0.0112,0.00156,0.89974,888.08,887.76,888.36,889.84,883.51,908.35,488.45,830.4164,721.0019,124075,623895,571310,1.246,924.90546,1097,570,22,"buy",1.76,"2025-12-27 21:00:33",771.880004882813,863.190002441406,11.8295586076823,1.79245812714733,733450,2.38407526075397,32,0.943413367269225,-0.0809895297528915,0.24139303728001,1.10460465078568,"NORMAL","OUTPERFORMING_MARKET"
"PHM","PulteGroup, Inc.","Consumer Cyclical",23517870080,23952834560,9.197531,10.902792,NA,1.813838,1.3344988,1.359,6.835,0.21569,0.122279994,0.14926,0.27152002,0.17336,0.19886999,-0.016,-0.116,-0.161,17622999040,3504635904,2630353920,4785011200,1667731968,985862400,1453908992,2172651008,6.449,0.601,16.939,12.96,10.93298,65.717,7.459,0.87,1.04,0.0679,1765843200,1767657600,0.94,194916877,193258134,7747067,4.81,0.0525,0.00662,0.9619,119.2,119.35,119.66,119.82,118.205,142.11,88.07,121.6896,115.2077,611080,2027815,2103140,1.314,138.41667,160,112,12,"buy",2.2,"2025-12-27 21:00:38",118.76000213623,122.800003051758,3.40181950392162,1.96377437273199,1675900,1.59615728862104,32,0.109342199275309,0.128046497608297,-0.721655777383682,0.534193336771298,"NORMAL","IN_LINE"
"PKG","Packaging Corporation of America","Consumer Cyclical",18797467648,22298746880,21.102022,18.094355,NA,3.926068,2.142943,2.542,12.011,0.19811001,0.08209,0.10185,0.22068001,0.15683,0.21166,0.06,-0.049,-0.047,8771800064,1856600064,888200000,1935800064,1436300032,370837504,728700032,4356899840,3.158,1.932,91.618,9.9,11.54559,53.211,8.154,2.39,5,0.5051,1765756800,1768348800,2.84,89977067,87816186,3162660,4.07,0.0463,0.01454,0.97134,208.91,207.33,207.95,209.02,205.4721,242.68,172.72,201.2712,199.37555,377121,790001,909070,0.902,225.4,263,155,10,"buy",2.27273,"2025-12-27 21:00:42",195.589996337891,202.330001831055,3.44598681903971,1.70751087200092,817721.875,2.05632263414746,32,0.11371332226027,-0.18464015956002,-0.159209296617584,0.285638050349072,"NORMAL","IN_LINE"
"PLD","Prologis, Inc.","Real Estate",119554482176,158930862080,37.4157,44.627132,NA,2.2736266,13.13707,17.464,24.632,0.05963,0.0247,0.35243,0.76095,0.42720002,0.709,0.087,-0.243,-0.24,9100544000,6452320256,3201500928,6925029888,5185649152,4712527872,1187040000,35922907136,0.767,0.565,62.789,3.44,2.88412,56.61,1.278,3.14,4.04,1.1599,1765843200,1767139200,2.67,928867000,925225841,12478613,3.34,0.0175,0.0027599998,0.97243,128.71,129.15,129.2,129.495,128.0538,131.7,85.35,126.3404,112.8837,1083490,3452401,3290990,1.407,131.9,146,118,20,"buy",1.91667,"2025-12-27 21:00:46",124.220001220703,128.070007324219,3.09934476387232,0.899128164236461,3550184.375,2.83306412783139,32,0.0794070699819732,-1.17100960305252,0.790178839265943,1.06000129114121,"NORMAL","IN_LINE"
"PLTR","Palantir Technologies Inc.","Technology",449778286592,443673706496,438.86047,186.8157,NA,68.24955,115.44134,113.875,506.594,0.19504,0.07651,0.28114,0.80807996,0.33296,0.22478001,0.628,2,2.314,3896163072,875796992,1095366016,3148419072,1817505024,1180160000,6437816832,235436000,6.427,6.306,3.52,0.43,1.01014,2.765,2.701,NA,NA,0,NA,NA,NA,2284334012,2200054746,45832885,1.12,0.021,0.03591,0.60144,188.71,194.17,195.015,196.35,188.62,207.52,63.4,181.1105,149.17332,24341592,48403853,38288380,1.495,186.80952,255,50,21,"hold",3,"2025-12-27 21:00:48",207.179992675781,177.289993286133,-14.4270684652563,3.60403912830221,52006025,2.33397764970501,32,-1.65513594004552,2.12945872302118,0.18016021020338,2.8099454066578,"HIGH_VOLATILITY","DOWN_WHILE_MARKET_UP"
"PM","Philip Morris International Inc.","Consumer Defensive",250696663040,298705682432,22.974321,19.308214,NA,-22.971045,6.26867,7.469,16.632,NA,0.14938,0.21574,0.66920996,0.40747002,0.44909,0.094,0.131,0.128,39992000512,17959999488,8600999936,26762999808,11525999616,7741749760,4.044e+09,50123001856,0.848,0.369,NA,7.01,8.34101,-7.011,2.598,3.65,5.88,0.78760004,1766707200,1768348800,4.8,1556638749,1552684887,17624958,3.04,0.0113,0.0015199999,0.82981,161.05,161.17,161.17,162.62,160.89,186.69,116.12,154.0428,164.2157,2028503,6725944,6791050,0.436,182.875,220,158,16,"buy",1.72222,"2025-12-27 21:00:53",144.600006103516,158.610000610352,9.68879247266874,1.50083449816185,5742534.375,2.38131791766593,32,0.731547374664423,-0.436821778351021,0.238022818441906,1.06896967306089,"NORMAL","OUTPERFORMING_MARKET"
"PNC","The PNC Financial Services Group, Inc.","Financial Services",84045291520,141301776384,13.808264,12.045472,NA,1.5765228,3.8554654,6.482,NA,0.11486,0.01163,0.29937,0,0.39788,0,0.108,0.246,0.213,21799000064,NA,6159000064,21799000064,5426999808,NA,12455999488,64076001280,NA,NA,NA,15.49,17.75688,135.672,31.763,3.18,6.8,0.41990003,1760400000,1762300800,3.47,392158451,389174125,7252615,3.62,0.0186,0.0038100001,0.87776,213.89,213.48,213.23,214.21,212.58,214.59,145.12,192.2728,185.6788,712967,2019793,1770540,1.013,225.7381,268,191,21,"buy",1.91304,"2025-12-27 21:00:55",182.740005493164,210.300003051758,15.0815348200397,1.20510623888486,1853050,1.85040878551577,32,1.26525289793518,-0.797662399663574,-0.410891698671145,1.86952994710254,"NORMAL","OUTPERFORMING_MARKET"
"PNR","Pentair plc","Industrials",17324255232,18858274816,26.890585,19.597845,NA,4.5721207,4.1963606,4.568,17.452,0.17966999,0.091120005,0.15844,0.40427,0.23982,0.26174998,0.029,0.333,0.32,4128399872,1080600064,654099968,1668999936,850499968,663275008,128400000,1692999936,1.462,0.72,44.76,3.93,5.39243,23.114,0.785,1.02,1.08,0.2494,1769126400,1770336000,1.26,163641880,162373655,3500256,2.75,0.0277,0.0076099997,0.97892,105.68,105.38,105.67,105.89,105.22,113.95,74.25,106.0566,101.42435,274161,1201452,1081250,1.208,122,135,100,19,"buy",1.85,"2025-12-27 21:01:00",106.839996337891,103.660003662109,-2.97640657504796,1.36046604828385,1196293.75,2.38143850538382,32,-0.521894056370238,-0.608096038005781,0.23817020924004,0.945027179993149,"NORMAL","DOWN_WHILE_MARKET_UP"
"PNW","Pinnacle West Capital Corporation","Utilities",10580631552,24839424000,18.226805,18.858667,NA,1.4760888,1.9936447,4.68,12.242,0.087749995,0.02342,0.11198,0.41159,0.32109,0.38232,0.029,0.006,0.046,5307180032,2029062016,594300992,2184401920,1767806976,-451426880,30885000,14246593536,0.675,0.352,197.565,4.85,4.6875,59.888,0.258,4.12,3.64,0.7381,1769990400,1772409600,4.37,119690399,118938743,5667988,4.63,0.0692,0.00246,0.99114,88.4,88.36,88.48,88.74,88.09,96.5,81.47,89.2272,90.5684,304380,1262207,1129280,0.532,95.61538,115,83,13,"hold",2.6875,"2025-12-27 21:01:04",89.4499969482422,88.9100036621094,-0.603681726725214,0.75796100595635,1368181.25,1.74479806677661,32,-0.287071720129945,-1.34325842779203,-0.539976554068217,1.22868921106007,"NORMAL","DOWN_WHILE_MARKET_UP"
"PODD","Insulet Corporation","Healthcare",20317396992,20622426112,84.14869,46.671032,NA,14.66914,8.0567045,8.178,40.365,0.19679001,0.08741,0.097629994,0.70929,0.16664,0.20259,0.299,0.148,0.13,2521799936,510900000,246200000,1788700032,533600000,215337504,757400000,1075600000,2.871,1.883,77.711,3.43,6.18435,19.676,10.767,NA,NA,0,NA,NA,NA,70346898,70072545,2080222,2.54,0.045,0.0028400002,1.01249,288.63,288.82,288.36,290.12,286.66,354.88,230.05,314.0692,302.56296,298015,661787,677060,1.375,377.72,450,314,25,"strong_buy",1.34615,"2025-12-27 21:01:08",318.769989013672,289.570007324219,-9.16020412705809,2.81544138598965,780878.125,2.30689007967793,32,-1.13388823219155,1.16723042601149,0.147051875161746,1.79102938277816,"NORMAL","DOWN_WHILE_MARKET_UP"
"POOL","Pool Corporation","Industrials",8676064256,9921546240,21.193254,20.06873,NA,6.287082,1.6386423,1.874,15.573,0.29307,0.10717,0.07784,0.29595,0.122650005,0.12033,0.013,0.04,0.01,5294666240,637102976,410089984,1566956032,456310016,293777248,128483000,1389896960,2.57,0.795,100.725,10.97,11.58469,36.979,3.449,2.15,5,0.44669998,1762905600,1764115200,1.09,37249484,32598141,2809425,3.4,0.088999994,0.12583,0.96182,232.49,231.24,231.12,233.8,230.81,374.74,228.51,253.073,294.8365,414248,747273,642620,1.229,322.9091,375,250,11,"buy",2.5,"2025-12-27 21:01:13",259.480010986328,236.279998779297,-8.94096316662073,1.69577269335811,856753.125,4.51191817946389,32,-1.11219053110081,-0.198962807266756,2.84219245185205,2.63276816066022,"VOLUME_SPIKE","DOWN_WHILE_MARKET_UP"
"PPG","PPG Industries, Inc.","Basic Materials",23545024512,29568407552,18.661896,12.859231,NA,3.0012372,1.5006388,1.885,11.213,0.1616,0.06034,0.06348,0.41562,0.1416,0.16806999,0.012,-0.001,-0.032,15690000384,2636999936,1271000064,6520999936,1.4e+09,930499968,1.918e+09,7920999936,1.465,1.004,99.56,5.59,8.11246,34.759,8.547,2.72,2.84,0.4919,1762732800,1765497600,1.9,224400000,223924272,5207554,2.44,0.026600001,0.0014,0.88805,104.32,103.55,103.48,104.43,103.4,124.74,90.24,100.0168,106.9214,769059,1954306,1788390,1.158,119,130,109,20,"buy",2.16667,"2025-12-27 21:01:18",94.9599990844727,103.720001220703,9.22493915405132,1.30563202820384,2128559.375,1.86722533873409,32,0.685641031993653,-0.675003211243502,-0.390337323448823,1.21831129933981,"NORMAL","OUTPERFORMING_MARKET"
"PPL","PPL Corporation","Utilities",25950052352,43886051328,23.863947,17.975088,NA,1.7999898,2.8900826,4.888,12.832,0.076620005,0.030079998,0.12162,0.42299,0.26619,0.38089,0.084,0.489,0.486,8979000320,3.42e+09,1.09e+09,3798000128,2.592e+09,-1277124992,1.102e+09,19037999104,0.774,0.546,132.089,1.47,1.95159,19.489,1.49,3.11,1.09,0.7313,1765324800,1767312000,4.09,739739177,738037777,36562922,4.57,0.056700002,0.00102,0.89689004,35.08,34.97,34.96,35.12,34.88,38.27,31.22,35.8608,35.56725,2274866,6234141,6328320,0.703,39.86667,45,34,15,"buy",1.8125,"2025-12-27 21:01:20",36.4099998474121,34.3400001525879,-5.68525049024776,1.11093339776372,7166818.75,3.05304218834891,32,-0.789981212420872,-0.912569871083453,1.05905151120149,1.77579190356334,"NORMAL","DOWN_WHILE_MARKET_UP"
"PRU","Prudential Financial, Inc.","Financial Services",40110936064,56096501760,15.590972,7.630879,NA,1.2426132,0.69639456,0.974,15.959,0.085,0.0026699998,0.04538,0.28004,0.09917,0.06103,-0.083,2.234,2.194,57598001152,3515000064,2.584e+09,16129999872,5273999872,-9646874624,38292000768,51777998848,0.841,0.732,148.723,7.31,14.93537,91.718,109.406,4.74,5.4,0.7329,1763424000,1765411200,4.74,349921578,348799500,8234746,4.76,0.026800001,0.0016699999,0.62201,113.97,114.55,114.36,114.89,113.71,123.88,90.38,107.8826,105.6508,572943,1635679,1662150,0.966,117.92857,134,94,14,"hold",2.88235,"2025-12-27 21:01:22",104.629997253418,115.680000305176,10.5610277566905,1.14203743572001,1761921.875,1.56056862623378,32,0.817870206108615,-0.874617460282682,-0.76515474598156,1.63775630924074,"NORMAL","OUTPERFORMING_MARKET"
"PSA","Public Storage","Real Estate",45736189952,59927535616,27.095634,25.329592,NA,9.217114,9.537947,12.497,17.733,0.19933,0.07022,0.39453998,0.72700995,0.46947,0.70475996,0.031,0.213,0.188,4795182080,3379439104,1693004032,3486128128,3221481984,2303450112,296460000,10042821632,0.269,0.205,106.758,9.62,10.29073,28.28,1.69,4.6,12,1.2461,1765756800,1767052800,3.35,175463014,157397342,3867547,3.53,0.028299998,0.10186,0.82335997,260.66,262.08,261.23,262.244,259.675,322.49,256.6,277.7154,288.42706,533694,1047846,1492970,0.986,319.1,350,290,20,"buy",2,"2025-12-27 21:01:24",277.619995117188,267.170013427734,-3.76413150106242,1.25059430617977,1051031.25,1.78786311063539,32,-0.59985312000637,-0.742158936771217,-0.487339425701455,1.21460230124271,"NORMAL","DOWN_WHILE_MARKET_UP"
"PSKY","Paramount Skydance Corporation","Communication Services",14992040960,27657820160,453,12.961868,NA,1.242912,0.5218798,0.963,10.328,0.01279,0.03009,-0.00947,0.31702,0.10012,0.093219995,-0.004,NA,NA,28726999040,2678000128,-2.72e+08,9107000320,6e+08,15016500224,3263000064,14732999680,1.336,0.968,111.017,0.03,1.04846,10.934,2.972,1.47,0.2,6.6667,1766016000,1767312000,2.9,1071666977,883736280,47086150,4.12,0.044099998,0.03325,0.30229,13.59,13.74,13.67,13.74,13.46,20.86,9.95,15.1864,13.8559,2510553,8357601,8918560,1.179,14.85714,20,12,14,"hold",3.21053,"2025-12-27 21:01:27",15.4200000762939,13.1000003814697,-15.0453935366114,4.14122102057377,10583753.125,3.73429912179664,32,-1.71632994571128,2.78491535147808,1.89173169548795,4.05465346919429,"HIGH_VOLATILITY","DOWN_WHILE_MARKET_UP"
"PSX","Phillips 66","Energy",51626872832,72543174656,34.527027,10.987763,NA,1.912282,0.39125198,0.55,13.768,0.056199998,0.02456,0.011410001,0.107939996,0.04395,0.03993,-0.029,-0.61,-0.616,131953000448,5269100032,1496999936,14243000320,3.408e+09,162437504,1844999936,21755000832,1.227,0.69,77.483,3.7,11.62657,66.805,4.579,3.76,4.8,1.2668,1763337600,1764547200,3.92,402921135,402091117,7622472,3.46,0.0211,0.00259,0.78076,127.75,128.41,128.22,128.9828,127.365,144.96,91.01,135.596,125.053,1103000,2284285,2749950,0.917,148.85,171,133,20,"buy",2.2381,"2025-12-27 21:01:31",137.919998168945,131.990005493164,-4.29958871411603,1.9665659419791,2396015.625,2.07486126055626,32,-0.652845911738984,0.131452704319921,-0.136550082308562,0.786847305053226,"NORMAL","DOWN_WHILE_MARKET_UP"
"PTC","PTC Inc.","Technology",21093367808,22278819840,29.092255,20.338987,NA,5.5168858,7.7004843,8.133,20.061,0.2085,0.096920006,0.26795998,0.83755,0.50643003,0.40543997,0.427,1.748,1.749,2739226112,1110578944,733996992,2294243072,867696000,823153024,184415008,1369867008,1.118,0.967,35.802,6.07,8.68234,32.009,1.544,NA,NA,0,NA,NA,NA,118919711,118947773,3564288,3.95,0.0475,0.0111,1.02694,176.59,176.47,176.83,176.975,175.505,219.69,133.38,182.853,182.36784,215830,853512,929200,1.03,214.77779,255,175,18,"buy",1.83333,"2025-12-27 21:01:33",196.360000610352,175.309997558594,-10.7201074487307,1.990922183652,1021437.5,2.27874931163189,32,-1.28826776025317,0.161171613833585,0.112656247356612,1.42518169084827,"NORMAL","DOWN_WHILE_MARKET_UP"
"PVH","PVH Corp.","Consumer Cyclical",3303423232,7246155264,10.4969425,5.721959,NA,0.64442545,0.37467796,0.822,7.857,0.06704,0.03698,0.03865,0.57693,0.08382,0.1046,0.017,-0.962,-0.968,8816700416,922200000,340800000,5086600192,583699968,336700000,158200000,4.26e+09,1.466,0.572,87.313,6.54,11.99764,106.529,3.454,0.22,0.15,0.0229,1764115200,1765929600,0.13,45802696,45390472,3335746,3.4,0.0738,0.010369999,1.1924701,68.65,68.91,68.86,68.95,68.165,109.88,59.28,77.8838,75.90005,297137,759177,751800,1.739,98.16667,148,80,12,"buy",2,"2025-12-27 21:01:35",76.6800003051758,72.9300003051758,-4.89045381465247,3.35012274701932,829222.580645161,3.78306147615917,31,-0.711322276332587,1.81963596544111,1.95133247784085,2.59680649797357,"NORMAL","DOWN_WHILE_MARKET_UP"
"PWR","Quanta Services, Inc.","Industrials",64517971968,69933670400,64.09926,34.747448,NA,7.6843977,2.3727543,2.572,28.401,0.13369,0.047859997,0.03744,0.15156999,0.07105,0.09056,0.175,0.149,0.158,27191171072,2462328064,1018048000,4121411072,1814419968,708255488,610387008,6018079744,1.344,1.211,71.612,6.75,12.45185,56.305,4.093,0.1,0.44,0.059299998,1767312000,1768176000,0.17,149115887,147384652,4592436,4.3,0.0348,0.00865,0.95209,432.67,433.58,433,433.58,429.68,473.99,227.08,442.726,375.2402,271161,1027638,1022670,1.142,476.6325,548,290,24,"buy",1.86667,"2025-12-27 21:01:40",450.820007324219,414.25,-8.11188650239267,2.37839739927029,1029984.375,1.7302204220331,32,-1.03013899471893,0.633959699384656,-0.557794377734323,1.62601603327842,"NORMAL","DOWN_WHILE_MARKET_UP"
"PYPL","PayPal Holdings, Inc.","Financial Services",57294045184,57523048448,12.042169,10.315645,NA,2.7939806,1.7434741,1.75,8.691,0.24358,0.047,0.14963001,0.41559,0.19198999,0.20142001,0.073,0.313,0.236,32861999104,6618999808,4917000192,13656999936,6425999872,3125625088,10755000320,12167000064,1.34,0.264,60.239,4.98,5.8135,21.464,11.495,0.93,0.56,0,1763510400,1765324800,NA,935651953,932545589,43959623,2.73,0.047,0.0015199999,0.8089,59.97,60.027,59.93,60.11,59.535,93.245,55.85,63.9981,68.1534,7512314,17230369,16263240,1.439,78.48182,120,51,33,"hold",2.61364,"2025-12-27 21:01:43",68.3399963378906,60.1800003051758,-11.9402933420858,1.87582253871783,15486543.75,1.61830169497955,32,-1.409026348139,0.0207297517929321,-0.694589324974599,1.76668588652277,"NORMAL","DOWN_WHILE_MARKET_UP"
"QCOM","QUALCOMM Incorporated","Technology",188619997184,192709509120,34.82271,14.061814,NA,8.85338,4.2593265,4.352,13.769,0.2334,0.14713,0.12512,0.55429,0.26235,0.31605,0.1,NA,NA,44283998208,13996000256,5541000192,24546000896,14012000256,6856249856,10154999808,15642999808,2.816,1.582,73.767,5.02,12.43154,19.745,9.482,2.04,3.56,0.6946,1764806400,1766016000,2.08,1.071e+09,1068654510,30845068,3.58,0.0322,0.00124,0.81838995,174.81,174.77,174.8334,175.46,174.35,205.95,120.8,172.7882,158.8482,2440274,9983688,8084880,1.214,193.4,225,157,25,"buy",2.25,"2025-12-27 21:01:48",180.720001220703,172.339996337891,-4.63701019599817,2.08358261798397,9345734.375,2.01648144959181,32,-0.686239628136077,0.274233682291918,-0.207905997185602,0.927309467874837,"NORMAL","DOWN_WHILE_MARKET_UP"
"QRVO","Qorvo, Inc.","Technology",7979385344,8403122688,37.281387,12.249694,NA,2.2714565,2.1783316,2.294,11.688,0.06296,0.043670002,0.05947,0.44208,0.17705,0.19627,0.011,NA,NA,3663072000,718966976,217832992,1619368960,680206016,544922368,1103284992,1549185024,2.954,2.068,44.138,2.31,7.03038,37.914,11.941,NA,NA,0,NA,NA,NA,92396921,84003585,2037704,1.76,0.030199999,0.011410001,0.96440005,86.12,86.14,86.14,86.54,85.82,106.3,49.46,88.0851,82.55847,472959,1456517,1027000,1.367,101.77778,128,88,18,"none",NA,"2025-12-27 21:01:52",93.5800018310547,86.5699996948242,-7.49091899878999,2.04257815193101,1383770.96774194,2.82517850940278,31,-0.968683474485156,0.224201003496486,0.780540481277984,1.47105421687239,"NORMAL","DOWN_WHILE_MARKET_UP"
"RBLX","Roblox Corporation","Communication Services",57712316416,56598855680,NA,-51.142338,NA,141.51463,12.929218,12.68,-63.898,-3.42737,-0.091450006,-0.21700001,0.25409,-0.2181,-0.19844,0.48,NA,NA,4463712768,-885774016,-968630016,1134204032,1373851008,1013661632,2860499968,1764371968,0.961,0.778,452.128,-1.42,-1.60767,0.581,4.075,NA,NA,0,NA,NA,NA,654855044,626686113,13921534,1.86,0.0223,0.044359997,0.82588,82.22,81.88,81.72,82.3344,80.87,150.59,50.1,102.6,100.69035,3794093,7582017,7494110,1.625,140.63559,180,65,34,"buy",1.97143,"2025-12-27 21:01:55",107.660003662109,85.9100036621094,-20.2024886310259,2.68524487961449,7500025,2.03584654717818,32,-2.2267140802812,1.00836773102252,-0.184236611620107,2.82301625160251,"STRONG_UNDERPERFORMER","DOWN_WHILE_MARKET_UP"
"RCL","Royal Caribbean Cruises Ltd.","Consumer Cyclical",77905911808,98644918272,19.237038,16.091093,NA,7.704777,4.4678507,5.657,15.7,0.46677,0.07463,0.23318,0.50284,0.33139,0.36033002,0.052,0.363,0.418,17436999680,6282999808,4065999872,8.768e+09,6309000192,633249984,4.32e+08,20974999552,0.165,0.069,203.878,14.85,17.7533,37.077,1.584,1.23,3.5,0.2052,1766707200,1768348800,2.52,272712972,258330090,11036392,4.27,0.048899997,0.00257,0.89499,285.67,293.12,292.78,293.6,284.39,366.5,164.01,276.0404,280.8492,985090,2265992,2248220,1.914,328.45834,415,223,24,"buy",1.66667,"2025-12-27 21:01:57",277.799987792969,284.880004882813,2.54860237615289,2.88844647010635,2440203.125,2.27440082472643,32,0.0249015447238485,1.25630950143042,0.107341220528942,0.706726905703531,"NORMAL","IN_LINE"
"REG","Regency Centers Corporation","Real Estate",12797035520,18127527936,31.90367,28.832483,NA,1.923343,8.115477,11.496,18.212,0.0602,0.03056,0.26093,0.71467,0.39363,0.63123,0.077,0.074,0.078,1576867968,995371008,397808000,1126942976,815129024,606015488,208123008,5160961024,0.88,0.723,73.101,2.18,2.41221,36.161,1.141,4.34,3.02,1.2936,1765756800,1767657600,3.95,182900978,163726417,5278584,4.69,0.0401,0.00709,1.01466,69.55,69.55,69.49,69.675,69.135,78.18,63.44,69.8364,71.055,458633,1143823,1423280,0.94,79.15,84,75,20,"buy",1.95238,"2025-12-27 21:02:01",68.9100036621094,68.0500030517578,-1.24800546313784,0.932818709895102,1178503.125,1.99133964960848,32,-0.350838745280982,-1.12990119678271,-0.238636075098294,1.03510738122149,"NORMAL","DOWN_WHILE_MARKET_UP"
"REGN","Regeneron Pharmaceuticals, Inc.","Healthcare",83196960768,74799398912,18.833252,17.711384,NA,2.6066093,5.839285,5.25,17.203,0.15188,0.06157,0.32131,0.45832002,0.29563,0.30517,0.009,0.18,0.089,14247799808,4348000256,4577999872,6530100224,5071000064,3511000064,8443599872,2705499904,4.063,3.193,8.739,41.68,44.32008,301.146,82.297,0.45,3.52,0.0633,1763596800,1764892800,NA,103282318,98523187,2738113,2.42,0.0275,0.02023,0.90153,784.97,783.71,783.79,788.0092,778.09,792.77,476.49,695.2638,602.27515,320966,1070284,884840,0.368,795.3822,1057,627,27,"buy",1.84615,"2025-12-27 21:02:05",642.25,749.789978027344,16.7442550451295,2.21875840159538,1054765.625,2.17754536700985,32,1.42980794444449,0.43917197349211,-0.0110423384793034,1.6549151004302,"NORMAL","OUTPERFORMING_MARKET"
"RF","Regions Financial Corporation","Financial Services",24797249536,NA,12.242291,10.72799,NA,1.3897085,3.5705183,NA,NA,0.11401,0.01359,0.31044,0,0.46976003,0,0.156,NA,0.228,6944999936,NA,2055000064,6944999936,2.28e+09,NA,NA,NA,NA,NA,NA,2.27,2.59042,19.997,NA,3.81,1.06,0.44709998,1764547200,1767312000,3.81,876876496,872737639,62529048,5.09,0.082600005,0.0029699998,0.87123,27.79,27.73,27.73,27.83,27.63,27.98,17.74,25.4614,24.04835,4311679,22831444,10174810,1.049,29.38864,33,26,22,"buy",2.375,"2025-12-27 21:02:09",24.2399997711182,27.5699996948242,13.737623577347,1.36715696576168,15007415.625,2.00332960392706,32,1.13224953771338,-0.59993193889076,-0.223981108841947,1.54420606157973,"NORMAL","OUTPERFORMING_MARKET"
"RHI","Robert Half Inc.","Industrials",2820195584,2644635904,18,16.288635,NA,2.153177,0.51666135,0.484,15.433,0.11270001,0.025409998,0.02849,0.37535,0.0100300005,0.03139,-0.075,-0.329,-0.344,5458499072,171364992,155524000,2048848000,292264992,149618752,365288992,240780000,1.55,0.882,18.722,1.54,1.7018,12.874,3.657,8.51,2.36,1.4935001,1764028800,1765756800,2.83,101161069,88990246,12315773,5.98,0.2074,0.03326,1.08777,27.72,27.54,27.61,27.81,27.245,72.1,25.22,27.5768,38.3502,787279,2244434,1680710,0.834,30.77778,49,22,9,"hold",3.27273,"2025-12-27 21:02:13",25.5499992370606,27.7700004577637,8.68885043833176,2.0757587659853,2418229.03225806,2.05807635819868,31,0.632585742103503,0.264687203294075,-0.157065771620681,0.843462229560882,"NORMAL","OUTPERFORMING_MARKET"
