"Symbol","Company","Sector","MarketCap","EnterpriseValue","TrailingPE","ForwardPE","PEGRatio","PriceToBook","PriceToSales","EnterpriseToRevenue","EnterpriseToEBITDA","ROE","ROA","ProfitMargin","GrossMargin","OperatingMargin","EBITDAMargin","RevenueGrowth","EarningsGrowth","QuarterlyEarningsGrowth","revenue","ebitda","net_income","gross_profits","OperatingCashFlow","FreeCashFlow","TotalCash","TotalDebt","CurrentRatio","QuickRatio","DebtToEquity","TrailingEPS","EPS","BookValue","CashPerShare","dividend_yield","DividendRate","PayoutRatio","ExDividendDate","DividendDate","FiveYearAvgDividendYield","SharesOutstanding","FloatShares","SharesShort","ShortRatio","ShortPercentOfFloat","InsiderOwnership","InstitutionalOwnership","CurrentPrice","PreviousClose","Open","DayHigh","DayLow","FiftyTwoWeekHigh","FiftyTwoWeekLow","FiftyDayAverage","TwoHundredDayAverage","Volume","AverageVolume","AverageVolume10Day","Beta","TargetMeanPrice","TargetHighPrice","TargetLowPrice","NumberOfAnalysts","Recommendation","RecommendationMean","LastUpdated","start_price","end_price","return_45d","vol_45d","avg_volume","vol_spike","n_days","z_return","z_vol","z_volume","anomaly_score","category","market_context"
"INFO","Harbor PanAgora Dynamic Large Cap Core ETF","",NA,NA,24.880327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7992,24.8118,24.8,24.8,24.79,24.812,17.15,24.29824,22.189955,2308,6490,7610,NA,NA,NA,NA,NA,"",NA,"2025-12-27 20:53:16",24.5130004882813,24.3439998626709,-0.689432636739817,0.881791261530306,6170.96774193548,2.62519602718244,31,-0.295558262106607,-1.19216368132499,0.536107812818291,1.15969400917825,"NORMAL","DOWN_WHILE_MARKET_UP"
"INTC","Intel Corporation","Technology",172674007040,198646005760,603.3334,60.790276,NA,1.6218638,3.2312357,3.717,19.033,0.0018600001,-0.00463,0.0037099998,0.33023,0.06284,0.19531,0.028,NA,NA,53439000576,10437000192,1.98e+08,17646999552,8574000128,-4420874752,30934999040,46553001984,1.602,1.057,39.881,0.06,0.59549,22.32,6.485,NA,NA,0,1722988800,1725148800,2.69,4.77e+09,4761747900,128600305,1.51,0.027,0.01893,0.63312,36.2,36.16,36.1675,36.485,35.85,44.02,17.67,38.0056,27.2677,28357199,95555049,64035700,1.344,38.14028,52,20.4,36,"hold",3.04444,"2025-12-27 20:53:19",39.5,36.0499992370606,-8.73417914668203,3.79080931979647,80409618.75,2.07942535481801,32,-1.09172566064038,2.35735128934617,-0.130971524991365,2.33588706780915,"HIGH_VOLATILITY","DOWN_WHILE_MARKET_UP"
"INTU","Intuit Inc.","Technology",188351512576,NA,46.49828,25.62968,NA,9.751791,9.692353,NA,NA,0.21987,0.09776,0.21191,0.80728996,0.15697,0.30083,0.41,-0.185,-0.146,19433000960,5846000128,4118000128,15687999488,6481999872,5059874816,NA,NA,1.386,0.573,NA,14.55,26.39713,69.377,NA,0.66,4.48,0.2967,1767916800,1768521600,0.58,278274077,271952256,4735364,2.32,0.0195,0.023599999,0.90547997,676.55,674.83,674.34,678.13,673.225,813.7,532.65,660.1154,681.21045,552753,1765339,1728150,1.267,803.8873,971,600,30,"buy",1.66667,"2025-12-27 20:53:23",676.190002441406,660.780029296875,-2.27894128704843,1.7156094920954,1878590.625,2.02396410873178,32,-0.452867751659714,-0.174758415036151,-0.1987601644084,0.639627041381989,"NORMAL","DOWN_WHILE_MARKET_UP"
"INVH","Invitation Homes Inc.","Real Estate",16827416576,24973125632,28.894737,36.568798,NA,1.748185,6.256427,9.285,16.889,0.06,0.02407,0.21805,0.58429,0.27131,0.54978,0.065,0.467,0.435,2689620992,1478686976,585596992,1571510016,1210387968,1083813760,171612992,8280316928,1.544,0.581,85.691,0.95,0.75064,15.702,0.28,4.37,1.2,1.2211,1766448000,1768521600,2.72,613020589,559258683,11512512,2.16,0.0295,0.0030500002,1.03553,27.45,27.32,27.29,27.465,27.19,35.799,26.02,27.8298,30.99835,1978903,5020682,5988490,0.834,34.47727,41,28,22,"buy",2.125,"2025-12-27 20:53:27",28.3600006103516,27.3600006103516,-3.5260930129705,1.28049196175216,5178850,1.91641001380615,32,-0.576295077054882,-0.705678525197066,-0.3302203509935,1.09424451515016,"NORMAL","DOWN_WHILE_MARKET_UP"
"IP","International Paper Company","Consumer Cyclical",21063448576,30714447872,NA,18.148317,NA,1.2160102,0.8655974,1.262,14.932,-0.042779997,0.008590001,-0.05256,0.29444,-0.03375,0.08453,0.564,NA,NA,24334000128,2056999936,-5.55e+08,7165000192,1.19e+09,-961625024,9.95e+08,10645999616,1.313,0.657,61.477,-1.18,2.198,32.804,1.884,4.64,1.85,1.5812,1763078400,1765843200,4.38,528038317,525825836,51805001,10.48,0.1287,0.00341,1.0567,39.89,39.37,39.41,39.91,39.26,60.15,35.56,40.0516,46.2829,2429839,4886014,4457470,1.056,47.34545,57.8,36,11,"buy",1.92308,"2025-12-27 20:53:30",36.9300003051758,38.689998626709,4.76576849983543,2.25645740346012,5047478.125,1.7322313803985,32,0.244328643219489,0.48517140313401,-0.555336442849432,0.764582566211209,"NORMAL","OUTPERFORMING_MARKET"
"IPG","The Interpublic Group of Companies, Inc.","Communication Services",8999164928,11595892736,16.828766,7.761317,NA,2.4411328,1.0297116,1.327,6.767,0.14948,0.05382,0.06245,0.23942,0.16834,0.19606,-0.048,5.8,5.179,8739500032,1713500032,545800000,2092400000,915200000,1086712448,1531200000,4144900096,1.076,0.978,111.662,1.46,2.75,10.065,4.214,0.0537,1.32,0.90410006,1756771200,NA,3.9,363328974,361283432,22280967,3.56,0.0825,0.00022,1.0389299,NA,25.06,24.66,25.32,24.475,30.41,22.5101,25.9998,25.4867,82041369,8198305,16414508,1.011,32.78571,39,25,7,"buy",2.375,"2025-12-27 20:53:33",26.7999992370606,24.6900005340576,-7.87312971294855,1.59391376518005,6270222.24242424,1.60458251893,33,-1.00650986337227,-0.323248660163806,-0.711357867767091,1.52381312733772,"NORMAL","DOWN_WHILE_MARKET_UP"
"IPGP","IPG Photonics Corporation","Technology",3174093568,2313896448,136.6909,46.9875,NA,1.5044425,3.293848,2.401,24.963,0.012150001,0.0082,0.02661,0.3868,0.03901,0.096190006,0.076,NA,NA,963643008,92692000,25641000,372734016,120319000,43234624,870385024,17363000,6.723,4.872,0.825,0.55,1.6,49.972,20.662,NA,NA,0,1355875200,1356652800,NA,42124481,26811390,2180801,8.72,0.1822,0.41481,0.71066004,75.18,74.69,74.92,75.75,74.25,92.21,48.59,81.5642,73.5686,166833,249987,332680,1.025,94,105,65,6,"none",NA,"2025-12-27 20:53:36",85.9000015258789,77.0199966430664,-10.3376073632982,2.64853842768599,270683.870967742,1.74631757078845,31,-1.25041273305233,0.963579387316581,-0.538119309292448,2.00126208135684,"NORMAL","DOWN_WHILE_MARKET_UP"
"IQV","IQVIA Holdings Inc.","Healthcare",38644473856,52040474624,31.256197,17.538166,NA,6.273534,2.4298587,3.272,17.786,0.19374001,0.05071,0.08067001,0.33778,0.13976,0.18398,0.052,0.245,0.161,1.5904e+10,2926000128,1283000064,5372000256,2.804e+09,2455624960,1.972e+09,15239999488,0.703,0.621,242.366,7.26,12.93864,36.171,11.58,NA,NA,0,NA,NA,NA,170300000,161737316,4704477,3.46,0.0321,0.01047,1.00632,226.92,226.02,226.15,227.1125,225.68,234.3,134.65,220.2128,182.9698,306063,1559588,1370280,1.369,253.95,273,215,20,"buy",1.54167,"2025-12-27 20:53:40",213.880004882813,221.429992675781,3.53001104385831,1.39298130791701,1436056.25,2.2971941384608,32,0.122028978745525,-0.568421687922179,0.135200813215636,0.473840229314432,"NORMAL","IN_LINE"
"IR","Ingersoll Rand Inc.","Industrials",32304939008,35841273856,60.207405,22.725555,NA,3.1725214,4.331408,4.806,18.185,0.05382,0.05091,0.07309,0.43723,0.20476,0.26426,0.051,0.13,0.102,7458299904,1970899968,545100032,3260999936,1382899968,1151687552,1192800000,4852299776,2.162,1.362,47.62,1.35,3.57659,25.62,3.019,0.1,0.08,0.059299998,1762992000,1764806400,NA,395110395,393774922,17417663,6.29,0.056999996,0.00264,1.05055,81.28,81.57,81.22,81.72,80.88,95.85,65.61,78.6028,80.00745,691729,2991104,2758610,1.326,88.30333,100,78,15,"buy",2.0625,"2025-12-27 20:53:45",76,78.120002746582,2.78947729813421,1.7193816027182,2904053.125,2.00623051618589,32,0.0487403020754803,-0.170155774949876,-0.220435409656092,0.244035894378465,"NORMAL","IN_LINE"
"IRM","Iron Mountain Incorporated","Real Estate",24235382784,43117473792,151.83333,36.184616,NA,-27.467337,3.64999,6.494,19.301,NA,0.04231,0.02398,0.55632997,0.20792,0.33644,0.126,NA,NA,6639848960,2233931008,159252992,3693936128,1271581056,-1208413568,195452992,18803380224,0.659,0.549,NA,0.54,2.26588,-2.985,0.661,4.22,3.46,5.6852,1765756800,1767657600,4.28,295589491,292994215,10906244,4.41,0.0502,0.0077899997,0.87843,81.99,81.46,81.38,82.14,80.72,112.18,72.33,91.8978,94.42925,853686,1927131,2473910,1.148,115.72727,140,44,11,"buy",1.72727,"2025-12-27 20:53:50",103.669998168945,79.3899993896484,-23.4204680313864,2.34558878928185,2415568.75,2.56279188907374,32,-2.54518903590024,0.593927410141913,0.459833081994475,3.07206928196844,"STRONG_UNDERPERFORMER","DOWN_WHILE_MARKET_UP"
"ISRG","Intuitive Surgical, Inc.","Healthcare",207131312128,200034975744,76.328926,59.273445,NA,12.112656,21.549242,20.811,58.629,0.16902,0.09561,0.28577998,0.66376996,0.30326,0.35496,0.229,0.25,0.247,9612000256,3411899904,2746899968,6380199936,2960600064,1966412544,4908800000,0,4.728,3.49,NA,7.57,9.74821,47.703,13.847,NA,NA,0,NA,NA,NA,354496073,352333647,6976993,4.11,0.0198,0.0053899996,0.88685995,577.81,577.15,578.21,579.4,575.96,616,425,550.0878,509.6517,489154,2113973,1790070,1.686,599.60205,700,378,29,"buy",2.05882,"2025-12-27 20:53:55",544.210021972656,556.859985351563,2.32446351007158,1.56741274726588,1857634.375,1.65274719359131,32,0.00271911079659938,-0.355584574874639,-0.652487611621425,0.506755204044631,"NORMAL","IN_LINE"
"IT","Gartner, Inc.","Technology",19131619328,19626719232,22.081295,18.762817,NA,33.09446,2.9616542,3.038,14.937,1.0925701,0.096920006,0.1371,0.68174005,0.15773,0.2034,0.027,-0.912,-0.915,6459774976,1313932032,885651968,4403871232,1331175936,1072338112,1430729984,2850041088,0.878,0.747,512.089,11.44,13.46333,7.633,19.85,NA,NA,0,932342400,NA,NA,72077145,69616431,5298390,5.72,0.086,0.03276,1.08241,252.61,251.18,251.76,252.7,250.34,584.01,222.54,238.3888,324.5574,537446,1061665,1165660,1.081,283.72726,457,218,11,"hold",2.53846,"2025-12-27 20:53:56",245.919998168945,251.289993286133,2.18363498583749,2.40286999025957,984746.875,1.89053659093866,32,-0.011218317765039,0.663820575579887,-0.361844669901189,0.524050940505577,"NORMAL","IN_LINE"
"ITW","Illinois Tool Works Inc.","Industrials",73592094720,81257644032,24.51068,22.34448,NA,22.830532,4.6333876,5.116,17.692,0.91683,0.16416,0.19052,0.43927,0.27667,0.28917998,0.023,-0.281,-0.292,15882999808,4592999936,3025999872,6976999936,3276999936,2440999936,9.24e+08,8942000128,1.53,1.011,278.654,10.3,11.29854,11.058,3.185,2.55,6.44,0.5926,1767139200,1767916800,2.22,290100000,263120700,7564429,6.8,0.026199998,0.00348,0.85058,252.46,251.95,251.59,252.93,251.5,278.13,214.66,248.287,250.7076,317871,1180336,1215350,1.151,258.9681,298,215,16,"hold",3.38889,"2025-12-27 20:54:01",243.130004882813,252.399993896484,3.81277046333259,1.17532009765306,1125356.25,2.23200430974636,32,0.150012934627235,-0.834006744079165,0.0555212152219219,0.594776914277778,"NORMAL","OUTPERFORMING_MARKET"
"IVZ","Invesco Ltd.","Financial Services",12023183360,16448404480,18.340136,10.72928,NA,1.0913655,1.915099,2.62,13.08,0.06904,0.024430001,0.16691,0.28311002,0.16514,0.20030001,0.082,4.5,2.027,6278099968,1257500032,669200000,1777400064,1386400000,761225024,973100032,1624600064,0.617,0.617,10.983,1.47,2.51275,24.703,2.186,3.12,0.84,0.5646,1763078400,1764633600,4.16,445092900,333922046,13753860,2.64,0.054,0.00649,0.95161,26.96,27.21,27.24,27.26,26.89,27.48,11.6,24.479,19.51675,1682941,5235428,4785550,1.64,27.75,33.5,24,12,"buy",2.38462,"2025-12-27 20:54:04",23.5799999237061,26.3999996185303,11.9592862762867,1.95779579072577,4830228.125,2.4726368384516,32,0.95625217335255,0.120751573372894,0.349639232243131,1.19144757616056,"NORMAL","OUTPERFORMING_MARKET"
"J","Jacobs Solutions Inc.","Industrials",16064386048,18564587520,52.43411,16.939878,NA,4.4246745,1.3353845,1.543,14.675,0.06523,0.05646,0.02405,0.24813,0.105170004,0.10516,NA,-0.634,-0.624,12029783040,1265025024,314214016,2984933888,686704000,811144768,1235448064,2709857024,1.301,1.261,58.069,2.58,7.98589,30.574,10.404,0.95,1.28,0.48450002,1764633600,1766102400,0.76,118088311,117197110,3217301,2.27,0.0311,0.0061299996,0.90482,135.28,136.11,136.28,136.0299,135.1,168.44,105.178215,145.5322,137.00208,333225,1170533,1006140,0.79,156.53333,180,130,15,"buy",2,"2025-12-27 20:54:06",154.25,132.380004882813,-14.1782788442055,2.40075672954567,1204565.625,3.14080023659981,32,-1.63051388574841,0.661242024883164,1.16631557590665,2.54429268614332,"NORMAL","DOWN_WHILE_MARKET_UP"
"JBHT","J.B. Hunt Transport Services, Inc.","Industrials",19193360384,20725358592,34.363953,28.0692,NA,5.285775,1.5929662,1.72,13.228,0.15126,0.062800005,0.04753,0.189,0.07948,0.13003,-0.005,0.181,0.124,12048818176,1566736000,572667008,2277251072,1610310016,354205888,52290000,1897753984,0.867,0.664,53.131,5.77,7.06397,37.512,0.549,0.89,1.76,0.3033,1762473600,1763683200,0.89,95218346,75694776,3673572,2.69,0.049200002,0.20315,0.77228,198.28,198.29,197.24,198.49,196.92,204.43,122.79,177.4046,150.5723,349736,1387811,973120,1.276,173.8261,227,150,23,"buy",1.92,"2025-12-27 20:54:07",169.75,194.100006103516,14.3446280433084,1.76471932871502,1301868.75,2.00849740037158,32,1.19232317284477,-0.114835754950471,-0.217664664216565,1.35857338242829,"NORMAL","OUTPERFORMING_MARKET"
"JBL","Jabil Inc.","Technology",25225363456,27062769664,36.892185,17.409122,NA,18.797071,0.810766,0.87,11.782,0.47823003,0.05189,0.0226,0.089420006,0.04479,0.07383,0.187,0.534,0.46,31113000960,2296999936,7.03e+08,2782000128,1651000064,1228249984,1.572e+09,3.368e+09,0.989,0.493,250.037,6.4,13.56243,12.561,14.692,0.14,0.32,0.050100002,1763337600,1764633600,0.38,106822960,105083630,4030203,3.35,0.0446,0.01407,0.9861,236.11,234.49,236.29,237,234,237.14,108.66,214.1734,193.8382,489433,1280801,1796190,1.263,259.25,283,242,8,"buy",1.66667,"2025-12-27 20:54:11",220.309997558594,216.300003051758,-1.82016002508896,2.54974486874983,1285918.75,3.32851511808192,32,-0.407463377093169,0.843033825403236,1.39575391910969,1.52685724934963,"NORMAL","DOWN_WHILE_MARKET_UP"
"JCI","Johnson Controls International plc","Industrials",79874285568,85433221120,46.587788,22.852499,NA,5.77034,3.3850775,3.621,22.266,0.11374,0.04607,0.13947,0.36413,0.15306,0.16261,0.031,1.813,1.675,23595999232,3836999936,1720999936,8.592e+09,1399000064,2325625088,3.79e+08,11189999616,0.929,0.659,86.383,2.62,5.34121,21.153,0.62,1.31,1.6,0.5741,1766361600,1768521600,1.99,611135655,608685001,19344744,4,0.0427,0.00244,0.97493,122.06,121.39,121.42,122.115,121.12,123.78,68.03,115.8856,102.9675,1402447,4653609,6456410,1.417,131.5,142,119,18,"buy",2.04762,"2025-12-27 20:54:15",113.180000305176,116.379997253418,2.82735195230042,2.02143742126025,5330850,2.4948741757881,32,0.0524886569603242,0.198405584388115,0.376819271435816,0.34010108487229,"NORMAL","IN_LINE"
"JKHY","Jack Henry & Associates, Inc.","Technology",13525174272,13504202752,28.24431,27.296232,NA,6.2128243,5.5911236,5.582,20.494,0.2345,0.12581,0.19865,0.43535998,0.28549,0.27239,0.073,0.209,0.208,2419044096,658918976,480543008,1053163008,645198016,303682112,36239000,68886000,1.494,0.874,3.17,6.59,6.81889,29.959,0.501,1.25,2.32,0.348,1764633600,1766448000,1.19,72377132,71885691,3703494,4.5,0.0585,0.00592,1.00898,186.13,185.18,184.74,186.38,184.715,196,144.12,169.2226,170.20415,322667,977679,796890,0.733,188.15385,215,164,13,"buy",2.25,"2025-12-27 20:54:19",150.630004882813,188.089996337891,24.8688775415105,1.29896464620167,884175,1.80473322588854,32,2.23388045922397,-0.683138592928278,-0.466719583189413,2.80880954728281,"STRONG_OUTPERFORMER","OUTPERFORMING_MARKET"
"JNJ","Johnson & Johnson","Healthcare",500241956864,527474950144,20.08027,17.994635,NA,6.30194,5.428621,5.724,16.524,0.33619,0.08264,0.27259,0.68355006,0.30200002,0.34642,0.068,0.91,0.912,92148998144,31921999872,25119000576,62988001280,24203999232,12008999936,18562000896,45795000320,1.074,0.711,57.766,10.34,11.53844,32.947,7.704,2.5,5.2,0.49080002,1764028800,1765238400,2.79,2409295102,2405512509,23972906,2.46,0.01,0.00058,0.75143,207.63,207.78,207.53,208.04,206.7101,215.19,140.68,199.0486,173.25404,1623171,8783341,8589690,0.349,209.29333,240,155,24,"buy",2.16,"2025-12-27 20:54:24",186.259994506836,210.330001831055,12.9228004048586,1.13096656786776,8937756.25,1.65633293031459,32,1.05160863191188,-0.888125871159747,-0.648104871763751,1.81972400337363,"NORMAL","OUTPERFORMING_MARKET"
"JPM","JPMorgan Chase & Co.","Financial Services",901671813120,649751035904,16.233168,15.4809475,NA,2.6241827,5.391839,3.885,NA,0.16437,0.01323,0.347,0,0.43708,0,0.088,0.16,0.116,167228997632,NA,56660000768,167228997632,-119748001792,NA,1411027042304,1148076032000,NA,NA,NA,20.2,21.18152,124.957,518.329,1.83,6,0.2749,1767657600,1769817600,2.45,2722262295,2707970418,23727009,2.54,0.0087,0.00378,0.74189,327.91,329.17,329.11,330.8599,326.54,330.86,202.16,309.4794,284.1709,3234058,8695058,9613380,1.075,328.86957,375,259,23,"buy",2.28,"2025-12-27 20:54:26",309.350006103516,314.980010986328,1.81994658856675,1.59400355964598,8776137.5,2.15061580336452,32,-0.0472116016769826,-0.323139095082144,-0.0439575469975703,0.23075992271684,"NORMAL","IN_LINE"
"K","Kellanova","Consumer Defensive",29031499776,35109498880,22.797813,21.969112,NA,6.907285,2.2913575,2.771,15.325,0.32112,0.076409996,0.10079,0.35209,0.15031,0.18082,0.008,-0.162,-0.158,12670000128,2291000064,1276999936,4461000192,1255000064,5.04e+08,2.46e+08,6.232e+09,0.678,0.382,145.099,3.66,3.79806,12.08,0.707,0.0278,2.32,0.6257,1764547200,NA,3.44,347932629,343082448,10481767,4.47,0.0354,0.0051499996,0.87636,NA,83.45,83.46,83.48,83.42,83.65,76.48,83.16,81.42115,42877460,3466885,7347268,0.25,83.41667,83.5,83,12,"hold",3,"2025-12-27 20:54:28",83.0400009155274,83.1399993896484,0.120422053249625,0.142605221456318,2201785.84375,2.51564293399504,32,-0.215409073947302,-2.09410098896671,0.402204309828946,1.46356172334513,"NORMAL","UNDERPERFORMING_MARKET"
"KDP","Keurig Dr Pepper Inc.","Consumer Defensive",38176186368,56290185216,24.224138,12.940781,NA,1.5075108,2.360343,3.48,13.094,0.06291,0.041490003,0.09781,0.54761004,0.23107,0.2658,0.107,0.083,0.075,16174000128,4298999808,1.582e+09,8856999936,2.128e+09,1392375040,5.16e+08,18630000640,0.625,0.298,73.567,1.16,2.17143,18.64,0.38,3.27,0.92,0.7931,1767312000,1768521600,2.34,1358583125,1210049232,40946457,2.61,0.0339,0.049650002,0.93942,28.1,28,27.97,28.11,27.915,36.12,25.03,27.7628,31.07095,4014643,17228719,14940370,0.359,34.13333,42,30,15,"buy",1.94118,"2025-12-27 20:54:31",26.6399993896484,28.0499992370606,5.29279234127944,1.30058143287725,16414178.125,1.56054112517437,32,0.296486806349823,-0.681165828100283,-0.76518835971244,1.01966390025618,"NORMAL","OUTPERFORMING_MARKET"
"KEY","KeyCorp","Financial Services",23158966272,35421966336,26.160494,11.854081,NA,1.3397825,3.902758,5.969,NA,0.058179997,0.0057,0.18115999,0,0.33839,0,2.026,NA,NA,5934000128,NA,9.32e+08,5934000128,3216999936,NA,3.14e+09,12903000064,NA,NA,NA,0.81,1.78757,15.816,2.873,3.87,0.82,1.0123,1764633600,1765756800,4.85,1085908470,1088668132,21121539,1.17,0.025899999,0.00279,0.92025,21.19,21.14,21.15,21.245,21.07,21.25,12.73,18.5972,17.4174,6580004,19273674,12903340,1.101,22.7,43,18,21,"buy",2.04545,"2025-12-27 20:54:33",17.5400009155273,20.7999992370605,18.5860784000717,1.48142644144287,18844828.125,2.13438401948811,32,1.61208835654335,-0.46050302972033,-0.0637971759626804,1.87423845938486,"NORMAL","OUTPERFORMING_MARKET"
"KEYS","Keysight Technologies, Inc.","Technology",35401199616,36306202624,40.962223,22.230614,NA,6.000349,6.58627,6.755,29.906,0.1582,0.056999996,0.15814,0.62084,0.15292,0.22586,0.103,NA,NA,5375000064,1.214e+09,8.69e+08,3336999936,1408999936,1251250048,1872999936,2777999872,2.35,1.539,47.237,5.03,9.2683,34.338,10.901,NA,NA,0,NA,NA,NA,171817127,170672825,3017461,2.24,0.0227,0.00583,0.92487,206.04,205.33,205.8,206.5,204.86,214.58,121.43,187.9794,166.8815,403997,1237853,1200940,1.196,219.76923,240,190,13,"buy",1.76923,"2025-12-27 20:54:36",186.179992675781,198.529998779297,6.63336909945131,2.56689728272762,1342034.375,2.90491813967135,32,0.429160161410729,0.863962794896675,0.878003871031596,1.30014349437486,"NORMAL","OUTPERFORMING_MARKET"
"KHC","The Kraft Heinz Company","Consumer Defensive",28561606656,46748610560,NA,9.592107,NA,0.68927103,1.1350186,1.858,7.784,-0.09693,0.03711,-0.1735,0.33735,0.17637,0.23867,-0.023,NA,NA,25163999232,6006000128,-4366000128,8488999936,4473999872,2780375040,3134000128,21191999488,1.127,0.608,50.968,-3.71,2.51561,35.008,2.648,6.63,1.6,0.7306,1764288000,1766707200,4.64,1183655579,852362219,56815588,4.55,0.0664,0.2785,0.60529,24.13,24.02,23.99,24.165,23.95,33.35,23.6,24.7824,26.8406,9070918,15023217,13585470,0.073,27.13158,51,24,19,"hold",2.95,"2025-12-27 20:54:39",24.3299999237061,24.75,1.72626419075599,1.03261699227552,14969234.375,1.95915831533635,32,-0.0564831021352279,-1.0081296951071,-0.277970367399272,0.699533133388412,"NORMAL","IN_LINE"
"KIM","Kimco Realty Corporation","Real Estate",13787693056,22182283264,24.53012,25.893095,NA,1.3148209,6.494264,10.448,17.068,0.056700002,0.02202,0.28243,0.69026,0.34331,0.61215,0.056,0.002,0.013,2123057024,1299628032,561379968,1465453056,1101185024,845290112,159339008,8355115008,1.587,1.583,78.195,0.83,0.78631,15.485,0.235,5.11,1.04,1.2048,1764892800,1766102400,4.04,677194052,661159142,23507740,5.02,0.0477,0.02155,0.98834,20.36,20.42,20.39,20.45,20.22,23.65,17.93,20.665,21.0823,2423620,4820628,4951240,1.064,24.09091,30,21,22,"buy",2.32,"2025-12-27 20:54:42",20.3700008392334,20.4500007629395,0.392734022632046,1.13498701902686,4942456.25,2.05274452353524,32,-0.188459074716765,-0.883220211829956,-0.163582715305458,0.711860538284472,"NORMAL","UNDERPERFORMING_MARKET"
"KKR","KKR & Co. Inc.","Financial Services",120749490176,174388559872,54.564854,19.193523,NA,4.270837,5.427996,7.839,NA,0.07672,0.01387,0.10564,0.57977,0.30958,0,0.132,0.406,0.499,22245685248,NA,2271944960,12897487872,5266436096,NA,46111473664,56062472192,1.703,1.654,74.351,2.39,6.79448,30.535,51.732,0.57,0.74,0.3025,1763337600,1764633600,0.87,891353410,684488111,11900269,2.66,0.0175,0.23594,0.62478,130.41,130.78,130.7,130.7,129.9016,170.4,86.15,124.1232,127.1517,1785150,4617444,4021340,1.997,158.31667,176,139,18,"strong_buy",1.5,"2025-12-27 20:54:44",117.629997253418,132.149993896484,12.3437872839397,2.13828193486793,4736815.625,2.02669910758876,32,0.994305226561666,0.340976493878592,-0.195417256262526,1.26250210163223,"NORMAL","OUTPERFORMING_MARKET"
